"Strain","Well","cells_per_ml_start","FSCH_start","cells_per_ml_end","FSCH_end","Hours","Temperature","MicroResp_start","MicroResp_end","ATP_start","ATP_end","OD_start","OD_end","Plate","growth_rate","cell_volume_start","cell_volume_end","cell_diameter_start","cell_diameter_end","mean_diameter_start","mean_diameter_end","mean_volume_start","mean_volume_end","biomass_start","biomass_end","biomass_increase","growth_rate_biomass","CO2_raw","CO2_respired","Resp_rate","C_respired","Resp_rate_per_cell","Resp_rate_per_biomass","ATP_per_ml_start","ATP_per_cell_start","ATP_per_biomass_start","ATP_per_ml_end","ATP_per_cell_end","ATP_per_biomass_end","ATP_per_cell_change","ATP_per_biomass_change","Phylum","Class","Order","Family","Genus","Species","CUE","Gram_type","Motility","Spore_forming","Shape","Aero_anaero"
"10_RT_01","D08",5800000,23041.1282758621,10200000,25961.5176470588,3,30,0.772229166666667,0.669659775436356,2027,14706,0.009,0.019,1,0.188176600912617,0.143662167798055,0.156745384457296,0.649802330176699,0.668957786269895,0.687409299504588,0.68530561082249,0.170076704323032,0.16852001338202,0.357081170221365,0.625446320192154,0.268365149970789,0.186834127894859,0.0711427893337861,0.0164210742589155,0.00547369141963849,6.1579028470933,2.63357551480942e-07,4.28709319456412,0.00204782592101231,3.53073434657295e-10,0.00573490313068819,0.0225251877509942,2.20835174029355e-09,0.036014581945376,1.69531704452715e-09,0.0276700349361155,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0417606533206201,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A09",51100000,28076.2086888454,51700000,25029.0081818182,5,5,0.904010416666667,0.690520951035782,3255,6306,0.025,0.0345,1,0.00233465686094547,0.166699206235114,0.152485034021063,0.682828495361341,0.662841258010314,0.668272288491913,0.677785939867987,0.15626401531584,0.163033288551738,3.03143075752442,3.12452552678722,0.0930947692627955,0.00604954699173508,0.0731444966847572,0.0230696304205415,0.00461392608410829,8.65111140770305,3.3662294337988e-08,0.562172347663255,0.00363234174089785,7.10830086281379e-11,0.00119822685439273,0.00808541469311419,1.56390999866812e-10,0.00258772559986988,2.71750354033714e-11,0.00042942015430391,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0106464517623141,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B09",15800000,24370.7943037975,16900000,25404.6843195266,5,5,0.904010416666667,0.790506886574074,1229,1246,0.018,0.0215,1,0.0134607363792213,0.149524800982326,0.154191972223865,0.658523892947726,0.665305397837732,0.668272288491913,0.677785939867987,0.15626401531584,0.163033288551738,0.937311271406768,1.02136327664805,0.0840520052412774,0.0171756265100114,0.0560013170559052,0.00592645079168948,0.0011852901583379,2.22241904688355,2.71958153765998e-08,0.454140735708013,0.00111778371553138,7.0745804780467e-11,0.00119254270126694,0.00113651934197608,6.72496652056852e-11,0.0011127474111914,2.71750354033714e-11,0.00042942015430391,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0364418210078313,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C09",10400000,25124.0225,11300000,31488.6101769912,5,5,0.904010416666667,0.808161097935268,694,740,0.009,0.0095,1,0.0165993839141933,0.152915548742731,0.183635295633677,0.663464477166673,0.705211163755915,0.668272288491913,0.677785939867987,0.15626401531584,0.163033288551738,0.616964381179139,0.6829233743268,0.0659589931476612,0.0203142740449837,0.053611067459986,0.00353620119577028,0.000707240239154057,1.32607544841386,2.44578171860089e-08,0.408409206658105,0.000559815552000784,5.38284184616138e-11,0.000907370942437338,0.000605020904988543,5.35416730078357e-11,0.00088592794994746,2.71750354033714e-11,0.00042942015430391,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0473831617798705,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A07",61200000,33589.5653594771,65200000,31203.5561656442,6,10,0.929,0.506104320337197,30208,47495,0.0475,0.0525,1,0.0105520465690544,0.194612347625069,0.182178545142352,0.718991776419694,0.703341433762921,0.707527464071991,0.676164561010968,0.185450722596639,0.161866075397622,3.91338014972352,3.92802616353294,0.0146460138094269,0.000622593714091642,0.133688916271321,0.0859587564740136,0.0143264594123356,32.2345336777551,8.50350751248567e-08,1.37027168658876,0.0538204824972215,8.7941964864741e-10,0.013752940025779,0.0930559076124998,1.42723784681748e-09,0.0236902463828814,4.1994734917321e-10,0.00738095484362635,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.000454151514844822,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B07",19200000,33310.20796875,22200000,28616.7261261261,6,10,0.929,0.672827253218884,5358,18070,0.0275,0.0355,1,0.0241970016407495,0.193128216242188,0.169309308846238,0.717159411775048,0.68637386439314,0.707527464071991,0.676164561010968,0.185450722596639,0.161866075397622,1.22772710579561,1.33745676120293,0.109729655407322,0.0142675487857868,0.0756968473083511,0.0279666875110441,0.00466111458517402,10.4875078166415,8.45887479488835e-08,1.36363345769944,0.00663885645137747,3.45773773509243e-10,0.00540743657123645,0.0289014322002157,1.30186631532503e-09,0.0216092460246873,4.1994734917321e-10,0.00738095484362635,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.010354552844243,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C07",13300000,28739.0905263158,15200000,26895.5880263158,6,10,0.929,0.752461059190031,2944,4712,0.0125,0.0175,1,0.0222552321040871,0.169903951313947,0.161091688777176,0.687176478564498,0.675084552897073,0.707527464071991,0.676164561010968,0.185450722596639,0.161866075397622,0.850456797243836,0.915736160823631,0.065279363579795,0.0123257792491243,0.0605394466257584,0.0128092868284514,0.00213488113807523,4.80348256066928,5.62645364713839e-08,0.906973696173613,0.00321673100317231,2.4185947392273e-10,0.00378235674474836,0.00568300961671258,3.73882211625828e-10,0.006205946494022,4.1994734917321e-10,0.00738095484362635,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.013407795368812,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","D07",5500000,31728.1245454545,7300000,21525.1023287671,6,10,0.929,0.806737823834197,1424,2064,0.0175,0.0295,1,0.0471877093193201,0.184865305738703,0.137167187896581,0.706782189528724,0.63985839299074,0.707527464071991,0.676164561010968,0.185450722596639,0.161866075397622,0.351692660514368,0.439794340395559,0.0881016798811913,0.0372582564643572,0.0526765543451946,0.0049463945478876,0.0008243990913146,1.85489795545785,4.86268808550812e-08,0.784437525287354,0.001335817371963,2.42875885811454e-10,0.00379825205908277,0.00209314217515197,2.86731804815338e-10,0.00475936587376126,4.1994734917321e-10,0.00738095484362635,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0453431273371382,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A10",80400000,34189.5030597015,165400000,36115.5814752116,4,15,0.863072916666667,0.407017341382576,9919,28334,0.0195,0.0605,1,0.180338151601168,0.197825271140818,0.208378899171226,0.722926895616006,0.735560454306585,0.767799773907353,0.756530335288241,0.236996843611753,0.226713647066645,5.72413424438733,11.5491824248794,5.82504818049211,0.175480833605151,0.205410312671034,0.15252330671742,0.038130826679355,57.1962400190326,1.21348990630224e-07,1.72304907472409,0.0139870506391503,1.73968291531721e-10,0.00244352246854885,0.0498072480064486,3.01132091937416e-10,0.00431262111672537,4.29785622670779e-10,0.00618659278867517,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0924298494510311,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B10",31600000,51454.6578481013,39600000,38340.2975757576,4,15,0.863072916666667,0.562660915060469,3450,17511,0.0125,0.0295,1,0.0564179994168921,0.306116411093861,0.221028307325731,0.836172724324082,0.750152841199972,0.767799773907353,0.756530335288241,0.236996843611753,0.226713647066645,2.24978410600298,2.76510050801225,0.515316402009268,0.0515606814208758,0.10677134254811,0.0538843365944959,0.013471084148624,20.206626222936,1.4250217830787e-07,2.02180138883446,0.00389727547941544,1.23331502513147e-10,0.00173228865339414,0.0278231467963833,7.02604717080387e-10,0.0100622551389224,4.29785622670779e-10,0.00618659278867517,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0248681511833222,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C10",17500000,41962.2569142857,20500000,42003.3245853659,4,15,0.863072916666667,0.658507101203913,1336,12341,-0.0015,0.0065,1,0.0395560013037235,0.242700165150804,0.242953680238223,0.773910044182835,0.774179415787178,0.767799773907353,0.756530335288241,0.236996843611753,0.226713647066645,1.24592474224849,1.43142829328917,0.185503551040683,0.0346986833077072,0.0776995754133834,0.0248125694597694,0.00620314236494234,9.30471354741351,1.22685753737421e-07,1.74045891218453,0.00123659023976063,7.06622994148931e-11,0.000992507972455053,0.0182193939414304,8.88750923972217e-10,0.0127281219931496,4.29785622670779e-10,0.00618659278867517,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.019546818488578,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","D10",8700000,36516.3882758621,13700000,40791.1691240876,4,15,0.863072916666667,0.723063310185185,907,3441,0.0015,0.0085,1,0.113518201793386,0.210621204427304,0.235544923088678,0.738189431506488,0.766228629859229,0.767799773907353,0.756530335288241,0.236996843611753,0.226713647066645,0.61940258614639,0.956613054539591,0.337210468393201,0.108660883797369,0.0643205014662397,0.0114334955126257,0.00285837387815642,4.28756081723462,9.73432388104504e-08,1.38160048813324,0.000773935587988301,8.89581135618737e-11,0.0012494871757048,0.00388497701659179,2.83574964714729e-10,0.00406117917600611,4.29785622670779e-10,0.00618659278867517,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0729139772686995,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A10",41400000,25176.7746376812,82500000,29853.3189818182,3,19,1.01835416666667,0.616608950768728,41636,76480,0.1455,0.33075,1,0.229839137503122,0.153154920828251,0.17538284887929,0.663810489676902,0.694484940397592,0.663847294252598,0.718861294087858,0.153180396989743,0.194506412346099,2.43464619568581,5.38670914564657,2.95206294996076,0.264711067959481,0.0876328802718056,0.0526453409931282,0.0175484469977094,19.7420028724231,1.10401092768416e-07,1.77026261045271,0.0793519292130533,1.91671326601578e-09,0.0325927969959925,0.165612431669178,2.00742341417185e-09,0.0307446396661349,9.99561401354908e-10,0.0137990243053426,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.130080831397301,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B10",29400000,23510.8197959184,43100000,32276.3642923434,3,19,1.01835416666667,0.660229616895874,13792,33048,0.0365,0.11175,1,0.12750944092169,0.145715240312553,0.187701402805678,0.652883136927512,0.710378210834531,0.663847294252598,0.718861294087858,0.153180396989743,0.194506412346099,1.72895164621167,2.81414744457415,1.08519579836248,0.162381371378047,0.076229656265875,0.0412421169871977,0.0137473723290659,15.4657938701991,1.43944140861253e-07,2.31419696047724,0.0208424597107058,7.08927201044413e-10,0.0120549697016536,0.0600019922018266,1.39215759168971e-09,0.0213215524003599,9.99561401354908e-10,0.0137990243053426,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0655668222924335,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C10",14500000,24641.8055172414,23200000,40663.6714655172,3,19,1.01835416666667,0.72654507797271,6178,23231,0.0145,0.04875,1,0.156667876415245,0.15073895493255,0.234774522711623,0.660301513237366,0.765392345552479,0.663847294252598,0.718861294087858,0.153180396989743,0.194506412346099,0.852714247281263,1.51480790520001,0.662093657918742,0.191539806871604,0.0627114193162068,0.0277238800375294,0.00924129334584315,10.3964550140735,1.87217302218567e-07,3.00763337894615,0.00788725648424539,5.43948723051406e-10,0.00924958919050853,0.0391689712152466,1.68831772479511e-09,0.0258573850062362,9.99561401354908e-10,0.0137990243053426,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0598716592526841,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","D10",10300000,27400.1431067961,14300000,31485.3347552448,3,19,1.01835416666667,0.805906137773425,3655,21440,0.0115,0.01675,1,0.109371880676758,0.163472493926856,0.183618512851047,0.67839403716861,0.705189679566831,0.663847294252598,0.718861294087858,0.153180396989743,0.194506412346099,0.605721154965311,0.933696251912073,0.327975096946761,0.144243811133116,0.0507602973160109,0.0157727580373335,0.00525758601244451,5.91478426400008,1.61727769687744e-07,2.60132867468301,0.00417920554385684,4.05748111054062e-10,0.00689955354802851,0.0355452837157793,2.48568417592862e-09,0.0380694295848224,9.99561401354908e-10,0.0137990243053426,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0525368796046332,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A10",17900000,27598.2534078212,42200000,32092.735450237,3,21,0.959375,0.605507172131148,14362,56572,0.02775,0.1415,1,0.28587316939842,0.164413677485467,0.186748266063218,0.679693484841693,0.709173750135863,0.680521181267274,0.723629647913395,0.165015053254627,0.198402745921073,1.08753907875238,2.7794243226827,1.69188524393031,0.312775470089061,0.0903808341741363,0.0506809739595137,0.0168936579865046,19.0053652348177,2.23585349598841e-07,3.51348418390676,0.0218892084020453,1.22286080458354e-09,0.020127284462418,0.114986764661723,2.72480484980387e-09,0.0413707125332839,1.54666214242495e-09,0.0225103974827977,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0817444445419232,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B10",10800000,35964.58,21200000,32858.6618867925,3,21,0.959375,0.730255970528455,5145,26068,0.01475,0.0415,1,0.224818349182598,0.207538269664488,0.190745291775546,0.734570003458848,0.714197624818726,0.680521181267274,0.723629647913395,0.165015053254627,0.198402745921073,0.65616882963831,1.39629847490221,0.740129645263899,0.25172064987324,0.061570329304349,0.0218704690897264,0.00729015636324214,8.20142590864741,1.77291445550528e-07,2.78933329156928,0.00632086199995702,5.8526499999602e-10,0.00963298120003836,0.0450287957047732,2.12399979739496e-09,0.0322486893125962,1.54666214242495e-09,0.0225103974827977,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0827741482789472,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C10",6200000,19610.4919354839,12700000,37938.5310236221,3,21,0.959375,0.794513457556936,2752,16759,0.00575000000000001,0.0125,1,0.239017567137833,0.12924822877091,0.218707076397178,0.627300055501282,0.747517568785597,0.680521181267274,0.723629647913395,0.165015053254627,0.198402745921073,0.376689513310882,0.836461822229154,0.459772308918272,0.265919867828476,0.0517990099123237,0.0120991496977011,0.00403304989923371,4.53718113663792,1.66840922606594e-07,2.62418285043582,0.00296465799291255,4.78170644018153e-10,0.00787029606121744,0.0263839735041563,2.07747822867373e-09,0.031542352326187,1.54666214242495e-09,0.0225103974827977,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0920105247982947,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A10",61200000,30180.2892156863,232600000,27218.0157265692,3,23,0.932505263157895,0.373202213688728,45774,63233,0.076,0.246,1,0.445057683522094,0.17701269262602,0.162610417225728,0.696629607824619,0.677199424878306,0.686868149528362,0.72750529276755,0.169675351435364,0.201607690251848,3.76392496813553,15.4276698742753,11.6637449061398,0.470233451613005,0.243257075696953,0.199534118750136,0.0665113729167119,74.8252945313009,1.94291553401162e-07,3.0166431792324,0.0889915614498876,1.45411048120731e-09,0.0236432878453392,0.131565488324124,5.65629786432177e-10,0.00852789108117367,-6.17933473620072e-10,-0.0109749238002563,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.134858069669931,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B10",2.4e+07,30124.936875,86800000,34503.82,3,23,0.932505263157895,0.518837514839731,23731,33536,0.034,0.072,1,0.42851759710612,0.176736071656786,0.1995226004776,0.69626654002889,0.724988567394646,0.686868149528362,0.72750529276755,0.169675351435364,0.201607690251848,1.47604900711197,5.75718721017669,4.28113820306472,0.45369336519703,0.123448199658403,0.0797252427115855,0.0265750809038618,29.8969660168446,2.04002803157668e-07,3.1683291867694,0.0401913327399476,1.67463886416448e-09,0.027228996155477,0.0610757242684011,7.03637376364068e-10,0.0106086048687874,-6.17933473620072e-10,-0.0109749238002563,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.12525967430841,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C10",15600000,27962.3379487179,54700000,37589.7817184644,3,23,0.932505263157895,0.597165897465045,11741,24873,0.015,0.041,1,0.418197598390815,0.166152779553055,0.216705380553519,0.68208159291596,0.745230047789812,0.686868149528362,0.72750529276755,0.169675351435364,0.201607690251848,0.959431854622782,3.62808917507679,2.668657320454,0.443373366481725,0.0924208595165529,0.0486979025697354,0.0162326341899118,18.2617134636508,1.95319813631712e-07,3.03401913540777,0.017153121211534,1.09955905202141e-09,0.017878415365183,0.0425432913105179,7.77756696718792e-10,0.0117260875512018,-6.17933473620072e-10,-0.0109749238002563,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.127501674384128,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","D10",5700000,26500.77,22600000,40238.4353097345,3,23,0.932505263157895,0.676167236272499,6165,15832,0.011,0.021,1,0.459161243812579,0.159244897286334,0.232217194754231,0.672494857343978,0.762603131007435,0.686868149528362,0.72750529276755,0.169675351435364,0.201607690251848,0.350561639189093,1.49899113997688,1.14842950078779,0.484337011903489,0.0715618637918591,0.0278389068450415,0.00927963561501385,10.4395900668906,2.83636400000409e-07,4.40277775433901,0.00786717893206431,1.38020683018672e-09,0.0224416423607055,0.024628518903012,1.0897574735846e-09,0.0164300630245165,-6.17933473620072e-10,-0.0109749238002563,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.099104898302987,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A10",79400000,32443.15604534,256300000,29854.9107881389,3,25,0.886520833333333,0.329395355504587,43746,142231,0.1085,0.31125,1,0.390616755038979,0.188569951393581,0.175390759198958,0.711472233478479,0.694495381394394,0.724104896113242,0.722344517309376,0.198793909360409,0.19734756159067,5.234046402092,16.8413398049952,11.6072934029031,0.389550632311668,0.314449143296742,0.265727719191066,0.0885759063970218,99.6478946966496,2.20034693458853e-07,3.34426804253069,0.0842433060180111,1.06099881634775e-09,0.0160952539481384,0.350851274778528,1.36890860233526e-09,0.0208327412688666,1.14290683328964e-09,0.0174340146147534,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.104330356194416,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B10",34200000,35435.6271052632,86500000,32495.9,3,25,0.886520833333333,0.455983161117489,16609,77571,0.0365,0.14625,1,0.309306256623091,0.20461140850219,0.188845165935379,0.731100488725494,0.711818192314528,0.724104896113242,0.722344517309376,0.198793909360409,0.19734756159067,2.25446331173232,5.68387004733547,3.42940673560315,0.308240133895781,0.160476769691095,0.111755345585418,0.0372517818618061,41.9082545945318,2.47848668264668e-07,3.76677571471704,0.0260985041945255,7.63114157734664e-10,0.0115763712182442,0.168475309194005,1.94769143576885e-09,0.0296409502312574,1.14290683328964e-09,0.0174340146147534,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0756414564622392,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C10",15400000,33050.0436363636,47100000,33357.6698301486,3,25,0.886520833333333,0.541933150711265,8276,50622,0.0125,0.07525,1,0.372635163867596,0.191752854414309,0.193379831107805,0.715452938489261,0.717470724236013,0.724104896113242,0.722344517309376,0.198793909360409,0.19734756159067,1.0151676900783,3.0949165228844,2.0797488328061,0.371569041140285,0.112274313054295,0.0635528889486187,0.0211842963162062,23.832333355732,2.80150329506637e-07,4.25789745061517,0.0112347337139029,7.29528163240451e-10,0.0110668747869984,0.100519553861359,2.13417311807556e-09,0.0324789224905092,1.14290683328964e-09,0.0174340146147534,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0802617411319439,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","D10",5200000,36547.5646153846,20500000,40694.3802926829,3,25,0.886520833333333,0.653747206703911,3622,28717,0.0155,0.04125,1,0.45725542018566,0.210796290937258,0.234959925969491,0.738393923759734,0.76559377129257,0.724104896113242,0.722344517309376,0.198793909360409,0.19734756159067,0.342783895351114,1.34704434647835,1.00426045112723,0.45618929745835,0.0761677539105026,0.0274463298048259,0.00914877660160862,10.2923736768097,3.07597624202448e-07,4.67535160976658,0.00413359211052596,7.94921559716531e-10,0.0120588865655194,0.0506230459173749,2.46941687401829e-09,0.0375808309872808,1.14290683328964e-09,0.0174340146147534,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0888990862015848,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","A09",59600000,30078.517147651,137200000,32686.3779737609,3,30,0.772229166666667,0.404313614649682,19062,88745,0.045,0.206,1,0.277928047073493,0.176504313344352,0.1898412972575,0.69596206314719,0.713067577926969,0.668180159782567,0.701933701171639,0.156199396068486,0.181086846123266,3.53504001960557,8.68210622845884,5.14706620885327,0.299513177345728,0.204574326218305,0.149852611143435,0.049950870381145,56.1947291787881,2.0126406361449e-07,3.27003018874539,0.0308321523231597,5.17317991999324e-10,0.00872186797098832,0.198268678266331,1.44510698444847e-09,0.0228364722855418,1.47599297565634e-09,0.0228579232636046,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0839079811134817,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","B09",2.6e+07,27043.4676923077,5.2e+07,31441.9395384615,3,30,0.772229166666667,0.519769631410256,8963,57419,0.021,0.089,1,0.231049060186648,0.16178706569444,0.18339625860588,0.676054527133017,0.704905041094322,0.668180159782567,0.701933701171639,0.156199396068486,0.181086846123266,1.54213155217693,3.29059419737507,1.74846264519815,0.252634190458883,0.120916660888016,0.0661949458131454,0.0220649819377151,24.8231046799295,2.20590577200481e-07,3.5866736831426,0.0123728175733694,4.75877598975744e-10,0.00802319202658389,0.117073150551418,2.25140674137342e-09,0.0355781185795585,1.47599297565634e-09,0.0228579232636046,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0658020140025651,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","C09",14200000,23747.5142253521,27600000,33211.207173913,3,30,0.772229166666667,0.593645039178314,4298,33456,0.01,0.052,1,0.221524602705297,0.146757228702601,0.192604074919395,0.654435666119421,0.716510044468963,0.668180159782567,0.701933701171639,0.156199396068486,0.181086846123266,0.842241078496629,1.74654615091446,0.904305072417833,0.243109732977531,0.0915521462106882,0.0368304311358175,0.0122768103786058,13.8114116759316,2.28325931664928e-07,3.71300428029343,0.00508454806918117,3.58066765435294e-10,0.0060369271922202,0.0608994764056643,2.20650276832117e-09,0.0348685182889547,1.47599297565634e-09,0.0228579232636046,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0614516498164633,"Negative","Yes","No","Rod","Aerobic"
"10_RT_02","D09",8400000,22502.3521428571,15600000,26616.2234615385,3,30,0.772229166666667,0.656053097345133,3142,17373,0.011,0.026,1,0.206346402802074,0.141330973657487,0.159783471390426,0.64626838273064,0.673252141196303,0.668180159782567,0.701933701171639,0.156199396068486,0.181086846123266,0.498227116857161,0.987178259212522,0.488951142355361,0.227931533074309,0.0742665506693466,0.019544835594476,0.00651494519815867,7.3293133479285,2.10052422826983e-07,3.41666371762189,0.0034803224154715,4.14324097079941e-10,0.00698541347453253,0.0275580530467725,1.7665418619726e-09,0.0279159845646882,1.47599297565634e-09,0.0228579232636046,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.0625396010793706,"Negative","Yes","No","Rod","Aerobic"
"21_21_02","E02",452100000,38522.4815770847,694500000,39214.8480431966,5,5,0.904010416666667,0.469272823033708,43469,32737,0.229,0.3955,1,0.0858577535787674,0.22208627649023,0.226137741319834,0.751347824880136,0.75588920404444,0.756264456518863,0.770171385137031,0.226474698961193,0.23919977063683,31.553653437238,49.6461965120034,18.0925430747654,0.0906464801888128,0.156846111582467,0.106771245318251,0.0213542490636502,40.0392169943442,1.41818367416965e-08,0.200602760764766,0.0835982864827127,1.84911051720223e-10,0.00264940117470056,0.0593194400557992,8.54131606275006e-11,0.00119484359776598,-6.53476959636934e-11,-0.000975775190604746,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.311233361130924,"Negative","Yes","No","Rod","Aerobic"
"21_21_02","F02",229400000,39149.6223539669,331500000,40620.5633846154,5,5,0.904010416666667,0.571060151599702,24915,23189,0.131,0.2845,1,0.0736321209861295,0.225753980400802,0.234514424069834,0.755461374852034,0.765109590465394,0.756264456518863,0.770171385137031,0.226474698961193,0.23919977063683,16.0106350331838,23.6972125899627,7.68657755677896,0.0784208475961743,0.106439031813707,0.0563641655494917,0.0112728331098983,21.1365620810594,1.5243191933236e-08,0.215641760123009,0.0426302302896133,1.85833610678349e-10,0.00266261957762809,0.0390833016761532,1.17898345931081e-10,0.00164927843423692,-6.53476959636934e-11,-0.000975775190604746,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.266680786803954,"Negative","Yes","No","Rod","Aerobic"
"21_21_02","G02",1.28e+08,39424.8382109375,190200000,42517.0121345952,5,5,0.904010416666667,0.629053264122709,14793,15138,0.073,0.1985,1,0.0792091772383351,0.227376189916262,0.246139657419461,0.757266574294392,0.777548801866971,0.756264456518863,0.770171385137031,0.226474698961193,0.23919977063683,8.93357142217753,13.596409757499,4.66283833532146,0.0839979038483794,0.0879314409314451,0.0378565746672294,0.00757131493344587,14.196215500211,1.80783046570708e-08,0.255735296582053,0.0226865298679974,1.7723851459373e-10,0.00253946924425748,0.023328288957499,1.22651361501046e-10,0.00171576830748518,-6.53476959636934e-11,-0.000975775190604746,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp.",0.247246673984046,"Negative","Yes","No","Rod","Aerobic"
